farm,asset_id,component,tbf_days,censored,interval_start,interval_end,interval_type
C,43,Yaw System,3054.5416666666665,True,2016-05-05 00:00:00,2024-09-14 13:00:00,zero_failures_censored
C,44,Yaw System,2486.8819444444443,True,2015-08-03 14:00:00,2022-05-25 11:10:00,zero_failures_censored
C,50,Yaw System,2505.7916666666665,True,2017-10-27 11:30:00,2024-09-06 06:30:00,zero_failures_censored
C,52,Yaw System,1048.5902777777778,True,2021-10-16 13:00:00,2024-08-30 03:10:00,zero_failures_censored
C,53,Yaw System,3286.9930555555557,True,2019-01-07 00:00:00,2028-01-06 23:50:00,zero_failures_censored
C,56,Yaw System,4064.7638888888887,True,2015-07-06 23:10:00,2026-08-22 17:30:00,zero_failures_censored
C,16,SCADA/Communication,2455.1944444444443,False,2018-11-03 04:20:00,2025-07-24 09:00:00,time_to_first_failure
C,16,SCADA/Communication,897.2777777777778,True,2025-07-24 09:00:00,2028-01-07 15:40:00,censored_at_observation_end
C,53,SCADA/Communication,2770.625,False,2019-01-07 00:00:00,2026-08-08 15:00:00,time_to_first_failure
C,53,SCADA/Communication,516.3680555555555,True,2026-08-08 15:00:00,2028-01-06 23:50:00,censored_at_observation_end
A,0,SCADA/Communication,1995.486111111111,True,2017-12-31 00:00:00,2023-06-18 11:40:00,zero_failures_censored
A,10,SCADA/Communication,3631.2986111111113,True,2013-10-10 08:40:00,2023-09-19 15:50:00,zero_failures_censored
A,11,SCADA/Communication,3339.4791666666665,True,2014-07-29 13:20:00,2023-09-20 00:50:00,zero_failures_censored
A,13,SCADA/Communication,1244.888888888889,True,2019-04-16 18:10:00,2022-09-12 15:30:00,zero_failures_censored
A,21,SCADA/Communication,3153.3680555555557,True,2014-10-05 01:30:00,2023-05-24 10:20:00,zero_failures_censored
B,0,SCADA/Communication,374.0,True,2019-09-23 20:10:00,2020-10-01 20:10:00,zero_failures_censored
B,2,SCADA/Communication,463.0,True,2025-06-28 00:00:00,2026-10-04 00:00:00,zero_failures_censored
B,5,SCADA/Communication,382.0,True,2027-09-22 23:00:00,2028-10-08 23:00:00,zero_failures_censored
B,6,SCADA/Communication,2833.7986111111113,True,2018-12-27 16:40:00,2026-09-30 11:50:00,zero_failures_censored
B,7,SCADA/Communication,4050.9583333333335,True,2017-08-31 00:00:00,2028-10-02 23:00:00,zero_failures_censored
B,11,SCADA/Communication,1450.2916666666667,True,2024-02-02 00:00:00,2028-01-22 07:00:00,zero_failures_censored
B,12,SCADA/Communication,2909.0486111111113,True,2018-05-30 00:00:00,2026-05-17 01:10:00,zero_failures_censored
B,13,SCADA/Communication,420.18055555555554,True,2025-06-29 00:00:00,2026-08-23 04:20:00,zero_failures_censored
B,14,SCADA/Communication,3262.0,True,2018-08-25 00:00:00,2027-07-31 00:00:00,zero_failures_censored
C,2,SCADA/Communication,3624.7986111111113,True,2015-08-16 19:50:00,2025-07-19 15:00:00,zero_failures_censored
C,5,SCADA/Communication,384.0,True,2024-03-05 01:10:00,2025-03-24 01:10:00,zero_failures_censored
C,12,SCADA/Communication,4009.5416666666665,True,2018-02-05 00:00:00,2029-01-27 13:00:00,zero_failures_censored
C,13,SCADA/Communication,381.0,True,2027-03-07 02:00:00,2028-03-22 02:00:00,zero_failures_censored
C,14,SCADA/Communication,376.0,True,2028-01-11 13:10:00,2029-01-21 13:10:00,zero_failures_censored
C,15,SCADA/Communication,2258.4791666666665,True,2021-07-29 13:00:00,2027-10-05 00:30:00,zero_failures_censored
C,21,SCADA/Communication,3975.9930555555557,True,2017-12-23 15:00:00,2028-11-11 14:50:00,zero_failures_censored
C,23,SCADA/Communication,4175.659722222223,True,2017-10-07 02:10:00,2029-03-13 18:00:00,zero_failures_censored
C,32,SCADA/Communication,399.0,True,2019-02-02 00:00:00,2020-03-07 00:00:00,zero_failures_censored
C,33,SCADA/Communication,3241.7708333333335,True,2019-03-30 00:00:00,2028-02-12 18:30:00,zero_failures_censored
C,34,SCADA/Communication,2628.972222222222,True,2019-06-11 10:40:00,2026-08-22 10:00:00,zero_failures_censored
C,35,SCADA/Communication,4554.638888888889,True,2014-10-13 08:40:00,2027-04-03 00:00:00,zero_failures_censored
C,38,SCADA/Communication,2587.8888888888887,True,2018-11-16 01:30:00,2025-12-16 22:50:00,zero_failures_censored
C,42,SCADA/Communication,1464.826388888889,True,2021-10-10 09:30:00,2025-10-14 05:20:00,zero_failures_censored
C,43,SCADA/Communication,3054.5416666666665,True,2016-05-05 00:00:00,2024-09-14 13:00:00,zero_failures_censored
C,44,SCADA/Communication,2486.8819444444443,True,2015-08-03 14:00:00,2022-05-25 11:10:00,zero_failures_censored
C,50,SCADA/Communication,2505.7916666666665,True,2017-10-27 11:30:00,2024-09-06 06:30:00,zero_failures_censored
C,52,SCADA/Communication,1048.5902777777778,True,2021-10-16 13:00:00,2024-08-30 03:10:00,zero_failures_censored
C,55,SCADA/Communication,4664.923611111111,True,2016-08-02 07:30:00,2029-05-11 05:40:00,zero_failures_censored
C,56,SCADA/Communication,4064.7638888888887,True,2015-07-06 23:10:00,2026-08-22 17:30:00,zero_failures_censored
C,32,Electrical Safety System,366.0,False,2019-02-02 00:00:00,2020-02-03 00:00:00,time_to_first_failure
C,32,Electrical Safety System,33.0,True,2020-02-03 00:00:00,2020-03-07 00:00:00,censored_at_observation_end
C,43,Electrical Safety System,2357.5416666666665,False,2016-05-05 00:00:00,2022-10-18 13:00:00,time_to_first_failure
C,43,Electrical Safety System,697.0,True,2022-10-18 13:00:00,2024-09-14 13:00:00,censored_at_observation_end
C,52,Electrical Safety System,364.9791666666667,False,2021-10-16 13:00:00,2022-10-16 12:30:00,time_to_first_failure
C,52,Electrical Safety System,683.6111111111111,True,2022-10-16 12:30:00,2024-08-30 03:10:00,censored_at_observation_end
A,0,Electrical Safety System,1995.486111111111,True,2017-12-31 00:00:00,2023-06-18 11:40:00,zero_failures_censored
A,10,Electrical Safety System,3631.2986111111113,True,2013-10-10 08:40:00,2023-09-19 15:50:00,zero_failures_censored
A,11,Electrical Safety System,3339.4791666666665,True,2014-07-29 13:20:00,2023-09-20 00:50:00,zero_failures_censored
A,13,Electrical Safety System,1244.888888888889,True,2019-04-16 18:10:00,2022-09-12 15:30:00,zero_failures_censored
A,21,Electrical Safety System,3153.3680555555557,True,2014-10-05 01:30:00,2023-05-24 10:20:00,zero_failures_censored
B,0,Electrical Safety System,374.0,True,2019-09-23 20:10:00,2020-10-01 20:10:00,zero_failures_censored
B,2,Electrical Safety System,463.0,True,2025-06-28 00:00:00,2026-10-04 00:00:00,zero_failures_censored
B,5,Electrical Safety System,382.0,True,2027-09-22 23:00:00,2028-10-08 23:00:00,zero_failures_censored
B,6,Electrical Safety System,2833.7986111111113,True,2018-12-27 16:40:00,2026-09-30 11:50:00,zero_failures_censored
B,7,Electrical Safety System,4050.9583333333335,True,2017-08-31 00:00:00,2028-10-02 23:00:00,zero_failures_censored
B,11,Electrical Safety System,1450.2916666666667,True,2024-02-02 00:00:00,2028-01-22 07:00:00,zero_failures_censored
B,12,Electrical Safety System,2909.0486111111113,True,2018-05-30 00:00:00,2026-05-17 01:10:00,zero_failures_censored
B,13,Electrical Safety System,420.18055555555554,True,2025-06-29 00:00:00,2026-08-23 04:20:00,zero_failures_censored
B,14,Electrical Safety System,3262.0,True,2018-08-25 00:00:00,2027-07-31 00:00:00,zero_failures_censored
C,2,Electrical Safety System,3624.7986111111113,True,2015-08-16 19:50:00,2025-07-19 15:00:00,zero_failures_censored
C,5,Electrical Safety System,384.0,True,2024-03-05 01:10:00,2025-03-24 01:10:00,zero_failures_censored
C,12,Electrical Safety System,4009.5416666666665,True,2018-02-05 00:00:00,2029-01-27 13:00:00,zero_failures_censored
C,13,Electrical Safety System,381.0,True,2027-03-07 02:00:00,2028-03-22 02:00:00,zero_failures_censored
C,14,Electrical Safety System,376.0,True,2028-01-11 13:10:00,2029-01-21 13:10:00,zero_failures_censored
C,15,Electrical Safety System,2258.4791666666665,True,2021-07-29 13:00:00,2027-10-05 00:30:00,zero_failures_censored
C,16,Electrical Safety System,3352.472222222222,True,2018-11-03 04:20:00,2028-01-07 15:40:00,zero_failures_censored
C,21,Electrical Safety System,3975.9930555555557,True,2017-12-23 15:00:00,2028-11-11 14:50:00,zero_failures_censored
C,23,Electrical Safety System,4175.659722222223,True,2017-10-07 02:10:00,2029-03-13 18:00:00,zero_failures_censored
C,33,Electrical Safety System,3241.7708333333335,True,2019-03-30 00:00:00,2028-02-12 18:30:00,zero_failures_censored
C,34,Electrical Safety System,2628.972222222222,True,2019-06-11 10:40:00,2026-08-22 10:00:00,zero_failures_censored
C,35,Electrical Safety System,4554.638888888889,True,2014-10-13 08:40:00,2027-04-03 00:00:00,zero_failures_censored
C,38,Electrical Safety System,2587.8888888888887,True,2018-11-16 01:30:00,2025-12-16 22:50:00,zero_failures_censored
C,42,Electrical Safety System,1464.826388888889,True,2021-10-10 09:30:00,2025-10-14 05:20:00,zero_failures_censored
C,44,Electrical Safety System,2486.8819444444443,True,2015-08-03 14:00:00,2022-05-25 11:10:00,zero_failures_censored
C,50,Electrical Safety System,2505.7916666666665,True,2017-10-27 11:30:00,2024-09-06 06:30:00,zero_failures_censored
C,53,Electrical Safety System,3286.9930555555557,True,2019-01-07 00:00:00,2028-01-06 23:50:00,zero_failures_censored
C,55,Electrical Safety System,4664.923611111111,True,2016-08-02 07:30:00,2029-05-11 05:40:00,zero_failures_censored
C,56,Electrical Safety System,4064.7638888888887,True,2015-07-06 23:10:00,2026-08-22 17:30:00,zero_failures_censored
C,23,Grounding/Lightning Protection,1756.451388888889,False,2017-10-07 02:10:00,2022-07-29 13:00:00,time_to_first_failure
C,23,Grounding/Lightning Protection,2419.2083333333335,True,2022-07-29 13:00:00,2029-03-13 18:00:00,censored_at_observation_end
C,52,Grounding/Lightning Protection,588.0,False,2021-10-16 13:00:00,2023-05-27 13:00:00,time_to_first_failure
C,52,Grounding/Lightning Protection,460.59027777777777,True,2023-05-27 13:00:00,2024-08-30 03:10:00,censored_at_observation_end
A,0,Grounding/Lightning Protection,1995.486111111111,True,2017-12-31 00:00:00,2023-06-18 11:40:00,zero_failures_censored
A,10,Grounding/Lightning Protection,3631.2986111111113,True,2013-10-10 08:40:00,2023-09-19 15:50:00,zero_failures_censored
A,11,Grounding/Lightning Protection,3339.4791666666665,True,2014-07-29 13:20:00,2023-09-20 00:50:00,zero_failures_censored
A,13,Grounding/Lightning Protection,1244.888888888889,True,2019-04-16 18:10:00,2022-09-12 15:30:00,zero_failures_censored
A,21,Grounding/Lightning Protection,3153.3680555555557,True,2014-10-05 01:30:00,2023-05-24 10:20:00,zero_failures_censored
B,0,Grounding/Lightning Protection,374.0,True,2019-09-23 20:10:00,2020-10-01 20:10:00,zero_failures_censored
B,2,Grounding/Lightning Protection,463.0,True,2025-06-28 00:00:00,2026-10-04 00:00:00,zero_failures_censored
B,5,Grounding/Lightning Protection,382.0,True,2027-09-22 23:00:00,2028-10-08 23:00:00,zero_failures_censored
B,6,Grounding/Lightning Protection,2833.7986111111113,True,2018-12-27 16:40:00,2026-09-30 11:50:00,zero_failures_censored
B,7,Grounding/Lightning Protection,4050.9583333333335,True,2017-08-31 00:00:00,2028-10-02 23:00:00,zero_failures_censored
B,11,Grounding/Lightning Protection,1450.2916666666667,True,2024-02-02 00:00:00,2028-01-22 07:00:00,zero_failures_censored
B,12,Grounding/Lightning Protection,2909.0486111111113,True,2018-05-30 00:00:00,2026-05-17 01:10:00,zero_failures_censored
B,13,Grounding/Lightning Protection,420.18055555555554,True,2025-06-29 00:00:00,2026-08-23 04:20:00,zero_failures_censored
B,14,Grounding/Lightning Protection,3262.0,True,2018-08-25 00:00:00,2027-07-31 00:00:00,zero_failures_censored
C,2,Grounding/Lightning Protection,3624.7986111111113,True,2015-08-16 19:50:00,2025-07-19 15:00:00,zero_failures_censored
C,5,Grounding/Lightning Protection,384.0,True,2024-03-05 01:10:00,2025-03-24 01:10:00,zero_failures_censored
C,12,Grounding/Lightning Protection,4009.5416666666665,True,2018-02-05 00:00:00,2029-01-27 13:00:00,zero_failures_censored
C,13,Grounding/Lightning Protection,381.0,True,2027-03-07 02:00:00,2028-03-22 02:00:00,zero_failures_censored
C,14,Grounding/Lightning Protection,376.0,True,2028-01-11 13:10:00,2029-01-21 13:10:00,zero_failures_censored
C,15,Grounding/Lightning Protection,2258.4791666666665,True,2021-07-29 13:00:00,2027-10-05 00:30:00,zero_failures_censored
C,16,Grounding/Lightning Protection,3352.472222222222,True,2018-11-03 04:20:00,2028-01-07 15:40:00,zero_failures_censored
C,21,Grounding/Lightning Protection,3975.9930555555557,True,2017-12-23 15:00:00,2028-11-11 14:50:00,zero_failures_censored
C,32,Grounding/Lightning Protection,399.0,True,2019-02-02 00:00:00,2020-03-07 00:00:00,zero_failures_censored
C,33,Grounding/Lightning Protection,3241.7708333333335,True,2019-03-30 00:00:00,2028-02-12 18:30:00,zero_failures_censored
C,34,Grounding/Lightning Protection,2628.972222222222,True,2019-06-11 10:40:00,2026-08-22 10:00:00,zero_failures_censored
C,35,Grounding/Lightning Protection,4554.638888888889,True,2014-10-13 08:40:00,2027-04-03 00:00:00,zero_failures_censored
C,38,Grounding/Lightning Protection,2587.8888888888887,True,2018-11-16 01:30:00,2025-12-16 22:50:00,zero_failures_censored
C,42,Grounding/Lightning Protection,1464.826388888889,True,2021-10-10 09:30:00,2025-10-14 05:20:00,zero_failures_censored
C,43,Grounding/Lightning Protection,3054.5416666666665,True,2016-05-05 00:00:00,2024-09-14 13:00:00,zero_failures_censored
C,44,Grounding/Lightning Protection,2486.8819444444443,True,2015-08-03 14:00:00,2022-05-25 11:10:00,zero_failures_censored
C,50,Grounding/Lightning Protection,2505.7916666666665,True,2017-10-27 11:30:00,2024-09-06 06:30:00,zero_failures_censored
C,53,Grounding/Lightning Protection,3286.9930555555557,True,2019-01-07 00:00:00,2028-01-06 23:50:00,zero_failures_censored
C,55,Grounding/Lightning Protection,4664.923611111111,True,2016-08-02 07:30:00,2029-05-11 05:40:00,zero_failures_censored
C,56,Grounding/Lightning Protection,4064.7638888888887,True,2015-07-06 23:10:00,2026-08-22 17:30:00,zero_failures_censored
B,6,Cooling System,2741.3055555555557,False,2018-12-27 16:40:00,2026-06-30 00:00:00,time_to_first_failure
B,6,Cooling System,92.49305555555556,True,2026-06-30 00:00:00,2026-09-30 11:50:00,censored_at_observation_end
B,11,Cooling System,366.0,False,2024-02-02 00:00:00,2025-02-02 00:00:00,time_to_first_failure
B,11,Cooling System,1084.2916666666667,True,2025-02-02 00:00:00,2028-01-22 07:00:00,censored_at_observation_end
B,14,Cooling System,365.0,False,2018-08-25 00:00:00,2019-08-25 00:00:00,time_to_first_failure
B,14,Cooling System,2897.0,True,2019-08-25 00:00:00,2027-07-31 00:00:00,censored_at_observation_end
C,2,Cooling System,352.75694444444446,False,2015-08-16 19:50:00,2016-08-03 14:00:00,time_to_first_failure
C,2,Cooling System,3272.0416666666665,True,2016-08-03 14:00:00,2025-07-19 15:00:00,censored_at_observation_end
A,0,Cooling System,1995.486111111111,True,2017-12-31 00:00:00,2023-06-18 11:40:00,zero_failures_censored
A,10,Cooling System,3631.2986111111113,True,2013-10-10 08:40:00,2023-09-19 15:50:00,zero_failures_censored
A,11,Cooling System,3339.4791666666665,True,2014-07-29 13:20:00,2023-09-20 00:50:00,zero_failures_censored
A,13,Cooling System,1244.888888888889,True,2019-04-16 18:10:00,2022-09-12 15:30:00,zero_failures_censored
A,21,Cooling System,3153.3680555555557,True,2014-10-05 01:30:00,2023-05-24 10:20:00,zero_failures_censored
B,0,Cooling System,374.0,True,2019-09-23 20:10:00,2020-10-01 20:10:00,zero_failures_censored
B,2,Cooling System,463.0,True,2025-06-28 00:00:00,2026-10-04 00:00:00,zero_failures_censored
B,5,Cooling System,382.0,True,2027-09-22 23:00:00,2028-10-08 23:00:00,zero_failures_censored
B,7,Cooling System,4050.9583333333335,True,2017-08-31 00:00:00,2028-10-02 23:00:00,zero_failures_censored
B,12,Cooling System,2909.0486111111113,True,2018-05-30 00:00:00,2026-05-17 01:10:00,zero_failures_censored
B,13,Cooling System,420.18055555555554,True,2025-06-29 00:00:00,2026-08-23 04:20:00,zero_failures_censored
C,5,Cooling System,384.0,True,2024-03-05 01:10:00,2025-03-24 01:10:00,zero_failures_censored
C,12,Cooling System,4009.5416666666665,True,2018-02-05 00:00:00,2029-01-27 13:00:00,zero_failures_censored
C,13,Cooling System,381.0,True,2027-03-07 02:00:00,2028-03-22 02:00:00,zero_failures_censored
C,14,Cooling System,376.0,True,2028-01-11 13:10:00,2029-01-21 13:10:00,zero_failures_censored
C,15,Cooling System,2258.4791666666665,True,2021-07-29 13:00:00,2027-10-05 00:30:00,zero_failures_censored
C,16,Cooling System,3352.472222222222,True,2018-11-03 04:20:00,2028-01-07 15:40:00,zero_failures_censored
C,21,Cooling System,3975.9930555555557,True,2017-12-23 15:00:00,2028-11-11 14:50:00,zero_failures_censored
C,23,Cooling System,4175.659722222223,True,2017-10-07 02:10:00,2029-03-13 18:00:00,zero_failures_censored
C,32,Cooling System,399.0,True,2019-02-02 00:00:00,2020-03-07 00:00:00,zero_failures_censored
C,33,Cooling System,3241.7708333333335,True,2019-03-30 00:00:00,2028-02-12 18:30:00,zero_failures_censored
C,34,Cooling System,2628.972222222222,True,2019-06-11 10:40:00,2026-08-22 10:00:00,zero_failures_censored
C,35,Cooling System,4554.638888888889,True,2014-10-13 08:40:00,2027-04-03 00:00:00,zero_failures_censored
C,38,Cooling System,2587.8888888888887,True,2018-11-16 01:30:00,2025-12-16 22:50:00,zero_failures_censored
C,42,Cooling System,1464.826388888889,True,2021-10-10 09:30:00,2025-10-14 05:20:00,zero_failures_censored
C,43,Cooling System,3054.5416666666665,True,2016-05-05 00:00:00,2024-09-14 13:00:00,zero_failures_censored
C,44,Cooling System,2486.8819444444443,True,2015-08-03 14:00:00,2022-05-25 11:10:00,zero_failures_censored
C,50,Cooling System,2505.7916666666665,True,2017-10-27 11:30:00,2024-09-06 06:30:00,zero_failures_censored
C,52,Cooling System,1048.5902777777778,True,2021-10-16 13:00:00,2024-08-30 03:10:00,zero_failures_censored
C,53,Cooling System,3286.9930555555557,True,2019-01-07 00:00:00,2028-01-06 23:50:00,zero_failures_censored
C,55,Cooling System,4664.923611111111,True,2016-08-02 07:30:00,2029-05-11 05:40:00,zero_failures_censored
C,56,Cooling System,4064.7638888888887,True,2015-07-06 23:10:00,2026-08-22 17:30:00,zero_failures_censored
